0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	2700.000000	3980.000000	2654.659912
17.650999	0.000000	2700.000000	3976.587158	2652.383789
51.111099	0.000000	2700.000000	3968.222168	2646.804199
84.571198	0.000000	2700.000000	3960.857178	2641.891846
102.222198	0.000000	2700.000000	3957.000000	2639.319092
0.000000	17.267300	2700.000000	4009.217773	2674.148193
17.650999	17.267300	2700.000000	4005.086914	2671.393066
51.111099	17.267300	2700.000000	3997.439941	2666.292480
84.571198	17.267300	2700.000000	3989.803467	2661.198975
102.222198	17.267300	2700.000000	3985.662109	2658.436768
0.000000	50.000000	2700.000000	4065.500000	2711.688477
17.650999	50.000000	2700.000000	4061.087158	2708.745117
51.111099	50.000000	2700.000000	4053.722168	2703.832764
84.571198	50.000000	2700.000000	4045.357178	2698.253418
102.222198	50.000000	2700.000000	4041.444580	2695.643555
0.000000	82.732697	2700.000000	4101.049316	2735.399902
17.650999	82.732697	2700.000000	4096.636719	2732.456787
51.111099	82.732697	2700.000000	4088.954834	2727.333008
84.571198	82.732697	2700.000000	4080.589844	2721.753418
102.222198	82.732697	2700.000000	4076.177002	2718.810059
0.000000	100.000000	2700.000000	4115.000000	2744.705078
17.650999	100.000000	2700.000000	4110.587402	2741.761719
51.111099	100.000000	2700.000000	4102.222168	2736.182129
84.571198	100.000000	2700.000000	4093.857178	2730.602783
102.222198	100.000000	2700.000000	4089.444580	2727.659424
102.222198	0.000000	2700.000000	3957.000000	2639.319092
119.873299	0.000000	2700.000000	3953.031738	2636.672119
153.333298	0.000000	2700.000000	3944.666748	2631.092773
186.793396	0.000000	2700.000000	3937.301514	2626.180176
204.444397	0.000000	2700.000000	3932.888916	2623.236816
102.222198	17.267300	2700.000000	3985.662109	2658.436768
119.873299	17.267300	2700.000000	3981.249512	2655.493408
153.333298	17.267300	2700.000000	3973.884521	2650.580811
186.793396	17.267300	2700.000000	3965.519287	2645.001465
204.444397	17.267300	2700.000000	3961.789795	2642.513916
