 278.787879 2990.000000
 557.575758 2990.000000
 836.363636 2990.000000
1115.151515 2990.000000
1393.939394 2990.000000
1672.727273 2990.000000
1951.515152 2990.000000
2230.303030 2990.000000
2509.090909 2990.000000
2787.878788 2990.000000
3066.666667 2990.000000
3345.454545 2990.000000
3624.242424 2990.000000
3903.030303 2990.000000
4181.818182 2990.000000
4460.606061 2990.000000
4739.393939 2990.000000
5018.181818 2990.000000
5296.969697 2990.000000
5575.757576 2990.000000
5854.545455 2990.000000
6133.333333 2990.000000
6412.121212 2990.000000
6690.909091 2990.000000
6969.696970 2990.000000
7248.484848 2990.000000
7527.272727 2990.000000
7806.060606 2990.000000
8084.848485 2990.000000
8363.636364 2990.000000
8642.424242 2990.000000
8921.212121 2990.000000
